"porte249","perspectives","photos_08_17/2017/2017_08_10_rungis/dscf0605.jpg"
"porte250","fenetre-unique","photos_08_17/2013/2013_08_29c_fenetres/dscf9180.jpg"
"porte251","quasi-canoniques","photos_08_17/2014/2014_05_17i_portes_et_fenetres/dscf9321.jpg"
"porte252","atypiques","photos_08_17/2009/2009_05_09_chateau_landon/dscf4769.jpg"
"porte253","perspectives","photos_08_17/2011/2011_04_09_passages_couverts/dscf6613.jpg"
"porte254","cadrages-inhabituels","photos_08_17/2009/2009_08_17_brive/dscf5122.jpg"
"porte255","porte-unique","photos_08_17/2008/2008_05_31_brunoy/dscf3252.jpg"
"porte256","fenetre-unique","photos_08_17/2010/2010_05_16_royan/dscf5871.jpg"
"porte257","atypiques","photos_08_17/2011/2011_07_12_b_vichy/dscf7063.jpg"
"porte258","perspectives","photos_08_17/2013/2013_08_29a_rocherolles/dscf9141.jpg"
"porte259","cadrages-inhabituels","photos_08_17/2008/2008_10a_pallud/2008_10_18e_fayet_mobilier_urbain/dscf4002.jpg"
"porte260","porte-et-fenetres","photos_08_17/2013/2013_02_24_nogent_le_roi/dscf8711.jpg"
"porte261","perspectives","photos_08_17/2008/2008_05_12_dourdan/dscf2923.jpg"
"porte262","perspectives","photos_08_17/2008/2008_05_12_dourdan/dscf2922.jpg"
"porte263","facades-lato-sensu","photos_08_17/2017/2017_02_19_versailles_musee_lambinet/img_20170219_150920.jpg"
"porte264","facades-lato-sensu","photos_95_07/2007/photos_vacances_2007/2007_09_16_buenos_aires/dscf1348.jpg"
"porte265","de-dedans","photos_08_17/2013/2013_03_31_meudon/dscf8814.jpg"
"porte266","details","photos_08_17/2010/2010_04_18_longny/dscf5632.jpg"
"porte267","facades-repetitives","photos_08_17/2012/2012_09_16_versailles/f_facades/dscf8418.jpg"
